priority_rank,transaction_id,customer_id,amount,payment_method,payment_status,failure_reason,previous_transactions,previous_successes,previous_failures,previous_success_rate,retry_count,days_since_failure,checkout_abandoned,customer_lifetime_value,recovered,amount_log,recovery_probability,expected_recovery,revenue_at_risk,priority_score
1879,txn_005770,cust_01086,1353.81,wallet,failed,network_error,35,32,3,0.9143,2,11.8,0,59565.74,0,7.211416502079647,0.22149823189651233,299.8665213238173,1353.81,299.8665213238173
1880,txn_007664,cust_00677,783.82,netbanking,failed,bank_decline,23,19,4,0.8261,0,7.5,0,53313.86,0,6.665454392126233,0.3823358490422875,299.68248519632584,783.82,299.68248519632584
1881,txn_004526,cust_01945,5348.82,upi,failed,authentication_failed,15,6,9,0.4,2,5.87,0,126803.3,0,8.584818194464239,0.056014946763525954,299.6138675476829,5348.82,299.6138675476829
1882,txn_008343,cust_00718,458.82,wallet,abandoned,none,20,18,2,0.9,0,4.83,1,145186.78,0,6.13083510855579,0.652771052368351,299.50441424764676,458.82,299.50441424764676
1883,txn_003699,cust_01339,436.31,wallet,abandoned,none,37,26,11,0.7027,0,2.61,1,58172.78,0,6.080642325754031,0.6859102774672682,299.26951316174376,436.31,299.26951316174376
1884,txn_006331,cust_01577,1218.25,wallet,failed,authentication_failed,25,22,3,0.88,3,0.75,0,102798.72,0,7.105991194590162,0.24552664735299523,299.11283813778647,1218.25,299.11283813778647
1885,txn_008749,cust_00247,615.61,upi,failed,technical_error,31,22,9,0.7097,1,4.65,0,68060.39,0,6.4242367332900505,0.4857187290381826,299.01330678319556,615.61,299.01330678319556
1886,txn_002593,cust_01984,3122.06,upi,failed,bank_decline,36,30,6,0.8333,2,8.36,0,95254.91,0,8.046568569394394,0.09575509571782473,298.95315413679185,3122.06,298.95315413679185
1887,txn_003154,cust_01199,1020.06,netbanking,failed,authentication_failed,37,28,9,0.7568,0,10.32,0,71849.54,0,6.928596582353785,0.29305614489723175,298.9348511638702,1020.06,298.9348511638702
1888,txn_005388,cust_02435,548.38,upi,abandoned,none,29,19,10,0.6552,0,5.49,1,37827.17,1,6.308790369649447,0.5444976269553737,298.59160866978783,548.38,298.59160866978783
1889,txn_007150,cust_01814,676.81,netbanking,failed,authentication_failed,38,31,7,0.8158,1,2.86,0,87466.65,0,6.518867012678753,0.44073164349606975,298.2915836345749,676.81,298.2915836345749
1890,txn_007666,cust_00158,1176.72,upi,failed,bank_decline,39,28,11,0.7179,0,10.32,0,32383.82,0,7.071335644956851,0.25316514439884963,297.9044887170143,1176.72,297.9044887170143
1891,txn_005036,cust_01403,454.35,netbanking,abandoned,none,37,22,15,0.5946,0,1.68,1,20458.54,0,6.121066354013828,0.6555746912311511,297.8603609608735,454.35,297.8603609608735
1892,txn_005671,cust_00807,1449.94,wallet,failed,authentication_failed,13,11,2,0.8462,1,9.68,0,132982.77,0,7.279966901236663,0.205235044193331,297.57849997767835,1449.94,297.57849997767835
1893,txn_004498,cust_02462,2241.44,upi,failed,authentication_failed,36,33,3,0.9167,3,4.66,0,118495.71,0,7.715319837722165,0.1327432181705418,297.5359589361792,2241.44,297.5359589361792
1894,txn_002175,cust_00592,819.89,card,failed,insufficient_funds,29,26,3,0.8966,2,4.62,0,11950.12,0,6.710389117528287,0.3626793331680621,297.35715847116245,819.89,297.35715847116245
1895,txn_009219,cust_02011,7203.5,netbanking,failed,bank_decline,4,3,1,0.75,2,12.76,0,2931.82,0,8.882461109772988,0.041258011247146814,297.20208401882206,7203.5,297.20208401882206
1896,txn_005802,cust_00119,1423.94,wallet,failed,authentication_failed,11,9,2,0.8182,2,6.11,0,57466.99,0,7.261884986553142,0.2087121007159476,297.1935086934664,1423.94,297.1935086934664
1897,txn_004430,cust_02190,555.52,upi,abandoned,none,38,30,8,0.7895,0,6.25,1,123247.52,1,6.321703108973676,0.5338995613994878,296.5918843486435,555.52,296.5918843486435
1898,txn_002578,cust_01457,2747.91,card,failed,authentication_failed,35,26,9,0.7429,2,7.64,0,102758.37,0,7.9189597484514245,0.1079025946416679,296.5066188417856,2747.91,296.5066188417856
1899,txn_005949,cust_01570,1507.75,wallet,failed,technical_error,5,3,2,0.6,1,11.36,0,30464.8,0,7.319036772411741,0.19637286792445008,296.08119161308963,1507.75,296.08119161308963
1900,txn_009425,cust_01343,528.26,netbanking,abandoned,none,32,26,6,0.8125,0,6.79,1,44036.38,0,6.271479804498731,0.5604401063357857,296.05809057294215,528.26,296.05809057294215
1901,txn_005253,cust_01640,593.81,wallet,failed,insufficient_funds,37,34,3,0.9189,2,2.47,0,16512.42,0,6.388242026818581,0.4971309650128153,295.20133833425984,593.81,295.20133833425984
1902,txn_004066,cust_01364,654.98,card,failed,technical_error,28,25,3,0.8929,0,13.02,0,16260.05,1,6.486130300674448,0.4501979754221191,294.87066994197954,654.98,294.87066994197954
1903,txn_009132,cust_01007,1017.27,netbanking,failed,authentication_failed,13,10,3,0.7692,2,1.02,0,113630.75,0,6.92586038787749,0.2898353848529746,294.8408419493855,1017.27,294.8408419493855
1904,txn_000974,cust_00452,587.54,upi,failed,network_error,23,14,9,0.6087,1,4.2,0,50533.55,1,6.37764489380428,0.5011408683446695,294.44030578722715,587.54,294.44030578722715
1905,txn_009208,cust_02296,1201.13,card,failed,technical_error,23,11,12,0.4783,2,3.21,0,24243.34,0,7.0918502623252335,0.2450229673868318,294.3044368173453,1201.13,294.3044368173453
1906,txn_000528,cust_02268,489.25,netbanking,failed,network_error,33,26,7,0.7879,2,0.21,0,16863.28,1,6.1949154650764555,0.6012594645210069,294.16619301690264,489.25,294.16619301690264
1907,txn_005242,cust_01634,2307.72,upi,failed,bank_decline,19,16,3,0.8421,1,12.52,0,19974.91,0,7.74444853738463,0.12680579650000234,292.6322726989854,2307.72,292.6322726989854
1908,txn_000184,cust_00136,523.75,netbanking,abandoned,none,6,5,1,0.8333,0,6.77,1,63464.51,0,6.262921958700742,0.5584745518755071,292.50104654479685,523.75,292.50104654479685
1909,txn_009724,cust_01986,1959.9,card,failed,authentication_failed,19,12,7,0.6316,1,8.21,0,103305.08,0,7.581158830505471,0.1491886531559798,292.3948413204048,1959.9,292.3948413204048
1910,txn_001675,cust_01478,1262.4,wallet,failed,insufficient_funds,39,35,4,0.8974,2,9.09,0,9199.26,0,7.1415617784646,0.23132162767940376,292.02042278247933,1262.4,292.02042278247933
1911,txn_008961,cust_01403,1295.43,wallet,failed,technical_error,37,22,15,0.5946,1,11.07,0,20458.54,1,7.167369612005506,0.2253641919397333,291.94353516448876,1295.43,291.94353516448876
1912,txn_008997,cust_00690,482.57,card,abandoned,none,38,29,9,0.7632,0,5.74,1,9369.65,0,6.18119608207695,0.6048378271249657,291.8765902356947,482.57,291.8765902356947
1913,txn_003843,cust_00096,391.76,wallet,abandoned,none,5,4,1,0.8,0,1.73,1,77609.26,1,5.97319873830109,0.7448012769122452,291.7833482431412,391.76,291.7833482431412
1914,txn_006092,cust_00147,7128.36,netbanking,failed,insufficient_funds,9,9,0,1.0,3,13.53,0,140055.65,0,8.871976747808704,0.04088023703505882,291.4090464712319,7128.36,291.4090464712319
1915,txn_004985,cust_01512,1947.48,upi,failed,insufficient_funds,36,22,14,0.6111,1,10.83,0,69055.18,0,7.574804860420209,0.14955734513889224,291.25993851108984,1947.48,291.25993851108984
1916,txn_000341,cust_00319,474.69,upi,failed,authentication_failed,16,13,3,0.8125,0,2.83,0,124778.92,1,6.164766381564976,0.6128298642037057,290.90420823885705,474.69,290.90420823885705
1917,txn_004515,cust_02200,455.31,card,failed,authentication_failed,12,11,1,0.9167,0,4.28,0,71904.51,1,6.1231724030997485,0.638898312275159,290.89679056200265,455.31,290.89679056200265
1918,txn_004368,cust_02324,1257.94,upi,failed,authentication_failed,26,21,5,0.8077,1,9.54,0,42664.8,0,7.138025376038191,0.23068028009629343,290.18195154433135,1257.94,290.18195154433135
1919,txn_000508,cust_01476,882.02,wallet,failed,bank_decline,6,5,1,0.8333,1,4.03,0,138769.54,0,6.783347850404076,0.3289884938619225,290.1744313560929,882.02,290.1744313560929
1920,txn_003942,cust_00296,425.62,netbanking,abandoned,none,8,6,2,0.75,0,1.34,1,116890.99,0,6.055893687263672,0.6794268330550954,289.17764868490974,425.62,289.17764868490974
1921,txn_006900,cust_02111,524.93,card,failed,bank_decline,28,21,7,0.75,0,3.01,0,26127.29,0,6.265168124033893,0.550749928382055,289.10515990559213,524.93,289.10515990559213
1922,txn_003907,cust_01139,2285.37,card,failed,insufficient_funds,31,21,10,0.6774,1,11.13,0,137251.75,0,7.73472068602584,0.12632890574372188,288.7082913195297,2285.37,288.7082913195297
1923,txn_002034,cust_00766,741.13,card,failed,network_error,24,21,3,0.875,1,10.75,0,34456.28,0,6.6095244299776095,0.38934613343101,288.55609986972445,741.13,288.55609986972445
1924,txn_007687,cust_00196,394.41,netbanking,abandoned,none,2,2,0,1.0,0,5.59,1,18185.92,0,5.979923201261423,0.7309091031581423,288.2778593766029,394.41,288.2778593766029
1925,txn_004401,cust_00477,1441.39,wallet,failed,authentication_failed,6,4,2,0.6667,1,8.23,0,65661.75,0,7.274056738975447,0.19935792658985627,287.35252180735296,1441.39,287.35252180735296
1926,txn_008242,cust_01625,2299.03,netbanking,failed,network_error,22,14,8,0.6364,3,6.39,0,45963.01,0,7.740677445310436,0.12492234221131049,287.2002124140692,2299.03,287.2002124140692
1927,txn_009977,cust_00025,2182.03,card,failed,network_error,15,11,4,0.7333,2,10.69,0,116187.18,1,7.688469099011631,0.13146664355089166,286.86416022735216,2182.03,286.86416022735216
1928,txn_008497,cust_02157,3035.76,wallet,failed,authentication_failed,37,35,2,0.9459,2,13.55,0,26903.62,0,8.018546436569114,0.09437755041160273,286.50759243752714,3035.76,286.50759243752714
1929,txn_005220,cust_01894,1369.36,upi,failed,insufficient_funds,9,9,0,1.0,2,9.53,0,99839.9,1,7.22282875802583,0.2089396012835229,286.1135324136049,1369.36,286.1135324136049
1930,txn_006165,cust_00148,1267.64,wallet,failed,technical_error,5,5,0,1.0,3,6.44,0,132011.27,0,7.145700739524089,0.2253872168003673,285.7098515048176,1267.64,285.7098515048176
1931,txn_008089,cust_01987,432.4,netbanking,abandoned,none,9,9,0,1.0,0,5.34,1,147218.99,1,6.071661089102259,0.6607393412655209,285.7036911632112,432.4,285.7036911632112
1932,txn_001928,cust_00898,814.54,netbanking,failed,insufficient_funds,20,19,1,0.95,1,9.0,0,72958.78,0,6.7038504705209565,0.3504310530897909,285.44010998375825,814.54,285.44010998375825
1933,txn_002636,cust_02412,383.95,wallet,failed,technical_error,27,25,2,0.9259,0,6.51,0,29012.09,1,5.953113455724059,0.7416483271404217,284.7558752055649,383.95,284.7558752055649
1934,txn_009081,cust_02437,2244.61,netbanking,failed,authentication_failed,7,5,2,0.7143,3,2.05,0,78649.73,0,7.71673247819059,0.12677557255248606,284.56171790703576,2244.61,284.56171790703576
1935,txn_007920,cust_02141,1990.37,upi,failed,network_error,11,8,3,0.7273,2,12.06,0,27692.63,0,7.596578123061962,0.14294248227993134,284.50842845550693,1990.37,284.50842845550693
1936,txn_006558,cust_01904,2186.79,netbanking,failed,network_error,11,9,2,0.8182,2,13.74,0,17845.43,0,7.690647180873525,0.12983959560396693,283.93192927079883,2186.79,283.93192927079883
1937,txn_004358,cust_02419,857.94,upi,failed,network_error,35,29,6,0.8286,1,12.54,0,4297.5,0,6.75569907088349,0.33026392906856333,283.3466353050832,857.94,283.3466353050832
1938,txn_001856,cust_01319,1020.35,card,failed,technical_error,40,37,3,0.925,1,11.41,0,132581.51,1,6.928880560597086,0.2776639477416579,283.3144090782007,1020.35,283.3144090782007
1939,txn_008142,cust_02465,1015.36,netbanking,failed,technical_error,2,2,0,1.0,1,13.19,0,103698.25,0,6.9239828960867875,0.27861406626755014,282.8935783254197,1015.36,282.8935783254197
1940,txn_008265,cust_00312,803.1,card,failed,technical_error,30,24,6,0.8,0,12.51,0,106388.99,0,6.689723639554104,0.35177486124305385,282.5103910642965,803.1,282.5103910642965
1941,txn_009382,cust_01869,1632.99,upi,failed,insufficient_funds,7,6,1,0.8571,1,13.3,0,77226.13,0,7.398780155450181,0.17280797270263373,282.19369134367383,1632.99,282.19369134367383
1942,txn_006269,cust_02257,3438.17,upi,failed,insufficient_funds,26,21,5,0.8077,2,13.15,0,53616.02,0,8.142985442185198,0.08195695142217974,281.7819316711957,3438.17,281.7819316711957
1943,txn_008530,cust_00315,475.89,upi,abandoned,none,18,13,5,0.7222,0,4.33,1,92770.94,1,6.167285856327778,0.5917428667795689,281.604512871729,475.89,281.604512871729
1944,txn_002410,cust_00492,360.53,upi,abandoned,none,30,24,6,0.8,0,0.88,1,39043.68,1,5.89034502570741,0.7810628332601535,281.5965832752831,360.53,281.5965832752831
1945,txn_001840,cust_01580,506.88,wallet,abandoned,none,29,23,6,0.7931,0,6.13,1,132630.15,0,6.23024519920159,0.5531933441838948,280.40264229993255,506.88,280.40264229993255
1946,txn_005203,cust_02309,515.22,card,abandoned,none,35,19,16,0.5429,0,4.22,1,5851.83,0,6.246533031206566,0.5441232938447002,280.3432034546664,515.22,280.3432034546664
1947,txn_003506,cust_00717,1901.69,upi,failed,technical_error,10,8,2,0.8,3,5.58,0,137595.22,0,7.55102395334326,0.14706477891788822,279.67161942035887,1901.69,279.67161942035887
1948,txn_004995,cust_01560,454.56,upi,abandoned,none,36,31,5,0.8611,0,5.54,1,112463.69,1,6.12152743140615,0.6146374222494267,279.3895866576994,454.56,279.3895866576994
1949,txn_009184,cust_00701,2819.39,netbanking,failed,insufficient_funds,33,27,6,0.8182,2,12.26,0,23478.3,0,7.94463045224223,0.09895953961405607,279.0055363924735,2819.39,279.0055363924735
1950,txn_002974,cust_00752,683.9,card,failed,bank_decline,9,7,2,0.7778,1,0.57,0,131077.29,1,6.529272842203859,0.4078863161591363,278.9534516212333,683.9,278.9534516212333
1951,txn_006382,cust_00990,5207.13,card,failed,authentication_failed,19,17,2,0.8947,3,8.85,0,143341.74,0,8.557976145174411,0.05351248472960884,278.64646461008806,5207.13,278.64646461008806
1952,txn_009271,cust_00524,1294.73,upi,failed,bank_decline,31,22,9,0.7097,2,0.71,0,145140.23,0,7.166829521874483,0.2149850163017968,278.34755015642537,1294.73,278.34755015642537
1953,txn_003259,cust_02408,883.56,netbanking,failed,bank_decline,34,28,6,0.8235,0,8.21,0,114916.21,1,6.7850903462341465,0.3149521548235511,278.27912591589677,883.56,278.27912591589677
1954,txn_006456,cust_01328,1700.91,wallet,failed,bank_decline,21,15,6,0.7143,2,3.9,0,89948.65,0,7.439506428769255,0.16346480828096832,278.03892705318185,1700.91,278.03892705318185
1955,txn_002502,cust_00271,705.81,upi,failed,bank_decline,2,2,0,1.0,2,1.88,0,58939.72,0,6.560761888619366,0.39370501227002047,277.8809347103031,705.81,277.8809347103031
1956,txn_003313,cust_00285,785.22,card,failed,network_error,35,31,4,0.8857,2,7.95,0,8760.76,1,6.6672366514838375,0.3531821749886549,277.3257074445916,785.22,277.3257074445916
1957,txn_009476,cust_01558,473.12,wallet,abandoned,none,12,9,3,0.75,0,6.84,1,5631.23,1,6.1614604542113,0.5859623593565706,277.23051145878065,473.12,277.23051145878065
1958,txn_009999,cust_02166,5011.8,netbanking,failed,technical_error,9,8,1,0.8889,3,13.42,0,66544.91,0,8.519749920197928,0.05530239468160487,277.1645416652673,5011.8,277.1645416652673
1959,txn_006027,cust_00130,551.91,card,failed,authentication_failed,33,22,11,0.6667,1,0.8,0,12936.61,1,6.315195239633576,0.5017605406498161,276.92665999004,551.91,276.92665999004
1960,txn_009274,cust_02308,822.73,upi,failed,technical_error,28,26,2,0.9286,2,7.17,0,72269.69,0,6.713842806311047,0.3356575991264813,276.15557652932995,822.73,276.15557652932995
1961,txn_001102,cust_01925,2556.71,upi,failed,authentication_failed,11,5,6,0.4545,2,3.92,0,76329.57,0,7.846867605891772,0.10792232557713763,275.92608902632355,2556.71,275.92608902632355
1962,txn_006005,cust_01584,1009.81,wallet,failed,bank_decline,36,29,7,0.8056,2,2.11,0,72375.61,1,6.91850726861904,0.27257675627220124,275.2507342512315,1009.81,275.2507342512315
1963,txn_008952,cust_00666,2950.66,netbanking,failed,insufficient_funds,21,15,6,0.7143,3,6.62,0,26609.1,0,7.990123002935319,0.0931788355768448,274.93906298317285,2950.66,274.93906298317285
1964,txn_001863,cust_01311,399.71,wallet,abandoned,none,11,10,1,0.9091,0,4.27,1,139558.44,1,5.9932379736571235,0.6872621584076335,274.7055573371152,399.71,274.7055573371152
1965,txn_008468,cust_00233,640.97,upi,failed,authentication_failed,25,20,5,0.8,1,3.81,0,74662.2,0,6.464541573626166,0.42713576220824145,273.78120950261655,640.97,273.78120950261655
1966,txn_004505,cust_01069,981.06,wallet,failed,insufficient_funds,30,24,6,0.8,0,13.49,0,101242.39,1,6.889652406284283,0.2787657179654865,273.48589526722014,981.06,273.48589526722014
1967,txn_001249,cust_00503,1906.87,netbanking,failed,bank_decline,37,27,10,0.7297,0,13.69,0,45084.99,0,7.553742715515086,0.1433673047102237,273.3828123327842,1906.87,273.3828123327842
1968,txn_002542,cust_00967,1440.31,upi,failed,technical_error,10,7,3,0.7,2,8.08,0,62531.06,0,7.273307701245797,0.18947166824649272,272.89793849210594,1440.31,272.89793849210594
1969,txn_008508,cust_00859,2925.61,upi,failed,bank_decline,11,9,2,0.8182,2,8.18,0,107059.56,0,7.981600035586815,0.09321901720283006,272.72248891877166,2925.61,272.72248891877166
1970,txn_000987,cust_01547,524.33,card,failed,authentication_failed,30,18,12,0.6,0,3.14,0,47790.96,1,6.264026636551919,0.5190722478190246,272.1651516989492,524.33,272.1651516989492
1971,txn_008733,cust_00855,428.79,card,failed,technical_error,29,22,7,0.7586,0,4.33,0,149592.1,1,6.0632967173020935,0.6334954497252266,271.63651388767994,428.79,271.63651388767994
1972,txn_009661,cust_02190,3581.72,upi,failed,authentication_failed,38,30,8,0.7895,3,6.22,0,123247.52,0,8.183877567446979,0.07582094518029071,271.5693957711508,3581.72,271.5693957711508
1973,txn_001901,cust_01341,447.07,wallet,abandoned,none,35,25,10,0.7143,0,4.25,1,104321.51,1,6.104949470209226,0.6068424997565502,271.30107636616094,447.07,271.30107636616094
1974,txn_004501,cust_01866,488.9,card,abandoned,none,7,6,1,0.8571,0,6.9,1,99709.96,0,6.194201288644529,0.5520843022504245,269.9140153702325,488.9,269.9140153702325
1975,txn_000266,cust_01144,1461.34,upi,failed,bank_decline,35,19,16,0.5429,1,4.65,0,97659.48,0,7.287793171411806,0.18465175466801628,269.8389951665589,1461.34,269.8389951665589
1976,txn_008605,cust_01093,1590.09,card,failed,network_error,16,11,5,0.6875,1,13.7,0,69633.17,1,7.37217459493397,0.16893442514946627,268.6209400859148,1590.09,268.6209400859148
1977,txn_008470,cust_00064,3581.28,netbanking,failed,technical_error,1,1,0,1.0,3,12.27,0,143118.57,0,8.183754748186532,0.07491007684787453,268.2739600137561,3581.28,268.2739600137561
1978,txn_008274,cust_01417,1169.17,netbanking,failed,authentication_failed,15,9,6,0.6,2,1.19,0,64955.41,1,7.0649043163822025,0.22889562391012266,267.61789660699816,1169.17,267.61789660699816
1979,txn_003696,cust_00233,645.88,card,failed,bank_decline,25,20,5,0.8,0,6.27,0,74662.2,1,6.472160805892461,0.4137599095059941,267.23925035173147,645.88,267.23925035173147
1980,txn_000722,cust_00396,2427.0,card,failed,insufficient_funds,20,18,2,0.9,3,7.22,0,105260.32,0,7.794823152179389,0.10995118289448004,266.85152088490304,2427.0,266.85152088490304
1981,txn_001299,cust_01454,1442.58,wallet,failed,authentication_failed,1,1,0,1.0,3,4.12,0,148045.5,0,7.274881418419406,0.18482069507950855,266.6186383077974,1442.58,266.6186383077974
1982,txn_006129,cust_01770,949.37,netbanking,failed,technical_error,1,1,0,1.0,2,9.46,0,71640.48,1,6.856851382453609,0.28066272701866773,266.4527731497126,949.37,266.4527731497126
1983,txn_008714,cust_01401,2084.44,card,failed,network_error,32,28,4,0.875,3,10.17,0,41011.99,0,7.642735143144016,0.12756684721337752,265.90543900545265,2084.44,265.90543900545265
1984,txn_004134,cust_01003,1545.65,wallet,failed,bank_decline,9,8,1,0.8889,1,12.24,0,1772.04,0,7.3438465806320625,0.1718389192178301,265.6028254890391,1545.65,265.6028254890391
